Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ein,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue,org_name,HighestCompensatedEmployeeInd_percent_female,IndividualTrusteeOrDirectorInd_percent_female,OfficerInd_percent_female,KeyEmployeeInd_percent_female,FormerOfcrDirectorTrusteeInd_percent_female
14669,16953,39524,1606752,850036237,171947.0,197412.3333333333,12.899565545550182,75.0,25.0,79747.54,299372.0,5515745.0,WWW.FECNM.ORG,58,47264526.0,FARMERS ELECTRIC COOPERATIVE INCOF NEW MEXICO,40.0,25.0,14.285714285714285,,
14670,16954,39526,1606774,850058679,180786.0,238933.6,24.33630096394982,83.33333333333334,16.666666666666664,49455.19402985075,321895.0,4688952.0,WWW.OCEC-INC.COM,73,35378271.0,OTERO COUNTY ELECTRIC COOPERATIVE INC,0.0,16.666666666666664,33.33333333333333,,
14671,16955,39528,1606779,850065332,0.0,228330.0,100.0,100.0,0.0,48758.86274509804,228330.0,2715032.0,WWW.RCEC.ORG,52,18141245.0,ROOSEVELT COUNTY ELECTRIC COOPERATIVEINC,,0.0,16.666666666666664,,
14672,16956,39529,1606793,850081882,0.0,227846.25,100.0,100.0,0.0,57427.72,333756.0,6654157.0,WWW.KITCARSON.COM,104,60631894.0,KIT CARSON ELECTRIC COOPERATIVE INC,20.0,14.285714285714285,0.0,0.0,
14673,16957,39533,1606816,850092965,215836.0,165787.66666666666,-30.188212633428712,75.0,25.0,62269.5652173913,215836.0,5009799.0,WWW.CNMEC.ORG,73,37969143.0,CENTRAL NEW MEXICO ELECTRIC COOPERATIVEINC,0.0,33.33333333333333,12.5,,
14674,16958,39535,1606823,850094829,192715.5,321855.75,40.12364234598885,50.0,50.0,65635.5375,697425.0,7309128.0,WWW.CDEC.COOP,88,62421523.0,CONTINENTAL DIVIDE ELECTRIC COOPERATIVEINC,60.0,20.0,20.0,100.0,
14675,16959,39536,1606829,850096243,0.0,280816.3333333333,100.0,100.0,0.0,59971.7625,576092.0,6482639.0,WWW.LCECNET.COM,86,95597033.0,LEA COUNTY ELECTRIC COOPERATIVE INC,20.0,0.0,0.0,,
14676,16960,39537,1606832,850098061,0.0,162820.0,100.0,100.0,0.0,58402.248,162820.0,7463101.0,WWW.JEMEZCOOP.ORG,126,49848005.0,JEMEZ MOUNTAINS ELECTRIC COOPERATIVEINC,0.0,18.181818181818183,28.57142857142857,,
14677,16961,39539,1606845,850102571,435437.0,312597.6,-39.2963349686626,71.42857142857143,28.57142857142857,216600.5394736842,737723.0,18895503.0,WWW.FFNM.COM,83,41680287.0,CREDIT UNIONS IN THE STATE OF NEW MFIRST FINANCIAL CREDIT UNION,20.0,50.0,40.0,,
14678,16962,39540,1606847,850102948,0.0,179139.0,100.0,100.0,0.0,17813.071428571428,179139.0,1176671.0,WWW.BGCSANTAFE.ORG,57,2296594.0,SANTA FE BOYS & GIRLS CLUB INC,,0.0,33.33333333333333,,
14679,16963,39541,1606864,850106943,0.0,158151.0,100.0,100.0,0.0,10364.30612244898,158151.0,1173853.0,WWW.BGCCNM.ORG,99,1721539.0,BOYS & GIRLS CLUBS OF CENTRALNEW MEXICO,,62.5,40.0,,
14680,16964,39542,1606867,850107916,217930.0,0.0,-1.0,0.0,100.0,12828.28347826087,217930.0,14970456.0,WWW.GOODWILLNM.ORG,1151,34267423.0,GOODWILL INDUSTRIES OF NEW MEXICO,50.0,30.76923076923077,50.0,,
14681,16965,39544,1606882,850110070,0.0,159962.0,100.0,100.0,0.0,35256.76404494382,159962.0,3297814.0,WWW.CCASFNM.ORG,90,7436771.0,CATHOLIC CHARITIES,,37.5,42.85714285714285,,
14682,16966,39547,1606927,850121717,0.0,207970.0,100.0,100.0,0.0,63579.55882352941,207970.0,4531380.0,WWW.ZIACU.ORG,69,10872858.0,ZIA CREDIT UNION,,0.0,16.666666666666664,,
14683,16967,39549,1606938,850124035,216052.8571428572,230609.88888888888,6.312405689179067,56.25,43.75,47057.97959183674,398778.0,15117064.0,WWW.DNCU.COM,261,36581378.0,DEL NORTE CREDIT UNION,40.0,40.0,42.10526315789473,,
14685,16971,39555,1606977,850131810,203893.5,337517.6666666667,39.590273299274216,60.0,40.0,20388.98788927336,571792.0,13205175.0,HTTPS://WWW.SANTAFEOPERA.ORG/,583,33145485.0,THE SANTA FE OPERA,20.0,45.71428571428572,41.66666666666667,100.0,
14688,16974,39562,1607035,850159406,0.0,167572.0,100.0,100.0,0.0,32897.77906976744,167572.0,5825990.0,WWW.RETIREMENTRANCHOFCLOVIS.COM,173,9788653.0,RETIREMENT RANCHES INC,0.0,75.0,33.33333333333333,,
14690,16976,39564,1607058,850163601,186548.0,0.0,-1.0,0.0,100.0,39608.4625,186548.0,3355225.0,WWW.GROWINGUPNM.ORG,81,4686891.0,GROWING UP NEW MEXICO INC,100.0,72.72727272727273,80.0,,
14691,16980,39569,1607129,850197103,0.0,192949.0,100.0,100.0,0.0,24747.772585669783,192949.0,8136984.0,WWW.CARCINC.ORG,322,11114367.0,CARC INC,0.0,16.666666666666664,66.66666666666666,,
14692,16981,39570,1607156,850201597,0.0,219839.0,100.0,100.0,0.0,25804.805466237944,219839.0,16270428.0,WWW.TRESCOINC.ORG,623,21908572.0,TRESCO INC,,66.66666666666666,20.0,,0.0
14693,16982,39571,1607163,850202503,0.0,228137.0,100.0,100.0,0.0,22596.647058823528,228137.0,1380566.0,WWW.MUSEUMFOUNDATION.ORG,52,11166561.0,MUSEUM OF NEW MEXICO FOUNDATION,,50.0,50.0,,
14694,16983,39572,1607178,850204500,151394.0,183648.0,17.562946506359996,50.0,50.0,32115.73863636364,183648.0,5987412.0,WWW.OURKIDZROCK.COM,178,8417556.0,MIDWEST NEW MEXICO COMMUNITY ACTIONPROGRAM,100.0,60.0,14.285714285714285,,
14695,16984,39574,1607205,850208375,0.0,175054.0,100.0,100.0,0.0,52993.3667953668,175054.0,13900336.0,WWW.RNSBINC.ORG,260,26881100.0,RAMAH NAVAJO SCHOOL BOARD INC,0.0,50.0,100.0,,
14696,16985,39575,1607242,850213360,218833.0,295692.0,25.99292507068165,50.0,50.0,37385.772845953004,295692.0,14833276.0,enmrsh.org,385,19624421.0,ENMRSH Inc,,20.0,40.0,,
14697,16986,39576,1607258,850216976,189767.0,0.0,-1.0,0.0,100.0,35658.79238754325,233422.0,10874692.0,WWW.SFRECOVERY.ORG,292,17745487.0,SANTA FE RECOVERY CENTER INC,66.66666666666666,50.0,14.285714285714285,,
14698,16987,39577,1607259,850217038,164359.0,191285.0,14.076378179156755,50.0,50.0,43864.450892857145,191285.0,10181281.0,,226,13876740.0,GUIDANCE CENTER OF LEA COUNTY INC,33.33333333333333,75.0,60.0,,
14700,16990,39580,1607292,850223225,151859.0,0.0,-1.0,0.0,100.0,52415.845303867405,151859.0,9639127.0,WWW. FAITHCOMESBYHEARING. COM,182,29224655.0,HOSANNA,,0.0,40.0,,
14701,16991,39585,1607345,850232968,189623.0,0.0,-1.0,0.0,100.0,16427.287128712873,189623.0,1848779.0,INDIANPUEBLO.ORG,102,4518580.0,INDIAN PUEBLO CULTURAL CENTER,80.0,0.0,20.0,,
14703,16993,39588,1607432,850246036,153596.0,172830.5,11.129112049088558,66.66666666666666,33.33333333333333,25174.323366555924,176250.0,23231671.0,WWW.YDINM.ORG,906,30535015.0,YOUTH DEVELOPMENT INC,100.0,62.5,33.33333333333333,,
14705,16995,39591,1607584,850262072,191419.0,0.0,-1.0,0.0,100.0,28949.740384615383,191419.0,18256057.0,WWW.GOADELANTE.ORG,625,35972451.0,ADELANTE DEVELOPMENT CENTER INC,,75.0,38.46153846153847,,
14707,16999,39595,1607714,850275762,0.0,181326.0,100.0,100.0,0.0,25684.73711340206,181326.0,5164165.0,www.fyinm.org,195,11291322.0,FAMILIES AND YOUTH INC,,50.0,100.0,,
14708,17000,39596,1607727,850276764,194515.5,205065.25,5.144582029378454,66.66666666666666,33.33333333333333,31555.509677419355,240251.0,10991500.0,WWW.ANSBI.ORG,316,27461872.0,ALAMO NAVAJO SCHOOL BOARD INC,40.0,0.0,0.0,,
14709,17001,39597,1607730,850277138,0.0,231510.0,100.0,100.0,0.0,57749.72881355932,231510.0,3638744.0,WWW.UWCNM.ORG,60,18629053.0,UNITED WAY OF NORTH CENTRAL NEWMEXICO FKA UNITED WAY OF CENTRAL NM,,57.14285714285714,50.0,,
14710,17002,39598,1607735,850278525,179702.0,0.0,-1.0,0.0,100.0,33205.22754491018,179702.0,5724975.0,WWW.RRFB.ORG,168,120843441.0,ROADRUNNER FOOD BANK INC,100.0,38.46153846153847,83.33333333333334,,
14711,17003,39599,1607771,850282570,165132.5,324097.0,49.04843303085188,33.33333333333333,66.66666666666666,,0.0,10308675.0,WWW.LAVIDALLENA.COM,353,31265301.0,LA VIDA LLENA,0.0,25.0,55.55555555555556,,
14712,17004,39602,1607863,850289839,358305.75,369363.4,2.9937048446056167,55.55555555555556,44.44444444444444,69380.168,530717.0,37970124.0,HOLYCROSSMEDICALCENTER.ORG,509,91459696.0,TAOS HEALTH SYSTEMS INC,60.0,42.85714285714285,37.5,100.0,
14714,17006,39605,1607963,850299625,0.0,167654.0,100.0,100.0,0.0,11711.576576576575,167654.0,1467639.0,HTTP://SANJUANCOUNTRYCLUB.ORG,112,2693951.0,SAN JUAN COUNTRY CLUB INC,0.0,50.0,0.0,,
14716,17008,39608,1608415,850325494,229809.0,274635.6666666667,16.32223054301032,60.0,40.0,71260.35443037975,526656.0,8196618.0,HTTP://WWW.SANTAFE.EDU,89,57773982.0,SANTA FE INSTITUTE,40.0,11.11111111111111,33.33333333333333,50.0,
14717,17009,39612,1608632,850346325,197514.6,259162.0,23.787206457736858,28.57142857142857,71.42857142857143,65126.98039215686,318462.0,11470325.0,WWW.HOMEWISE.ORG,160,27730929.0,HOMEWISE INC,40.0,55.55555555555556,66.66666666666666,,
14718,17010,39616,1608747,850354965,160111.0,164874.5,2.8891672150635785,66.66666666666666,33.33333333333333,82627.86538461539,169440.0,4786509.0,WWW.CAC.ORG,55,12835886.0,CENTER FOR ACTION AND CONTEMPLATION,60.0,60.0,50.0,,
14720,17012,39619,1609149,850383322,166622.5,163415.0,-1.962794113147508,33.33333333333333,66.66666666666666,12104.923416789396,168487.0,8715903.0,,682,9733666.0,INDEPENDENT LIVING RESOURCE CENTER,100.0,,80.0,,
14722,17015,39629,1609671,850416803,181847.0,0.0,-1.0,0.0,100.0,41110.36923076923,181847.0,2854021.0,WWW.THEFOODDEPOT.ORG,66,22167327.0,FOOD DEPOT,50.0,50.0,40.0,,
14723,17016,39630,1609684,850417347,201176.0,219649.0,8.410236331601782,25.0,75.0,59026.81967213115,270980.0,4423813.0,WWW.DREAMSPRINGNM.ORG,65,25298598.0,DREAMSPRING,66.66666666666666,20.0,50.0,,
14724,17017,39633,1609725,850420092,251593.0,0.0,-1.0,0.0,100.0,23903.61276595745,251593.0,5868942.0,www.BosqueSchool.org,236,13258557.0,Bosque School,,66.66666666666666,66.66666666666666,,
14726,17019,39637,1609891,850431846,0.0,200500.0,100.0,100.0,0.0,30522.762589928057,200500.0,4443164.0,HTTP://WWW.NDI-NM.ORG/,140,8156822.0,NATIONAL DANCE INSTITUTE NM INC,,54.54545454545454,55.55555555555556,,
14727,17020,39640,1610044,850442062,0.0,181605.0,100.0,100.0,0.0,13467.75572519084,181605.0,1945881.0,WWW.EXPLORA.US,132,4420235.0,EXPLORA SCIENCE CENTER & CHILDREN'SMUSEUM OF ALBUQUERQUE INC,,52.94117647058824,33.33333333333333,,
14730,17024,39655,1611878,850663372,318921.6666666667,544620.0,41.44143317052868,40.0,60.0,,0.0,0.0,WWW.SMCUCOMMUNITYFUND.ORG,586,6964137.0,SMCU COMMUNITY FUND,,100.0,50.0,,
14734,17030,39699,1621604,852378958,0.0,44607.0,100.0,100.0,0.0,24237.03305785124,44607.0,2977288.0,,122,3003154.0,Internet Archive US,,100.0,0.0,,
14735,17032,39703,1622741,852581812,215977.0,217983.5,0.9204825135847438,40.0,60.0,116786.5172413793,238337.0,24791561.0,www.myseiubenefits.org,208,33092147.0,SEIU 775 Benefits Group,50.0,80.0,20.0,,
14736,17033,39709,1623853,852768979,164257.0,358924.0,54.23627285999264,33.33333333333333,66.66666666666666,75650.0459770115,358924.0,7268992.0,ACADEMY.WGU.EDU,90,15616442.0,WGU ACADEMY,100.0,50.0,16.666666666666664,,
14737,17034,39731,1632974,854202763,301839.5,172072.0,-75.41465200613696,66.66666666666666,33.33333333333333,62793.5918367347,426835.0,4368853.0,AMERICAFIRSTPOLICY.COM,55,14195522.0,AMERICA FIRST POLICY INSTITUTE INC,40.0,60.0,40.0,50.0,
14738,17035,39742,1634428,856010733,191627.0,270448.8333333333,29.144822834633533,85.71428571428571,14.285714285714285,55416.377358490565,471003.0,13562592.0,WWW.SECUNM.ORG,219,39868558.0,CREDIT UNIONS IN THE STATE OF NEW MEXICO,50.0,57.14285714285714,33.33333333333333,,
14739,17036,39754,1634875,860006552,173471.4,301281.1666666667,42.42208966485902,54.54545454545454,45.45454545454545,55209.31736526946,520002.0,11895000.0,,178,16510041.0,BETTER BUSINESS BUREAU INC,,34.21052631578947,27.27272727272727,,
14740,17037,39755,1634906,860042052,169886.5,210358.5,19.239536315385404,66.66666666666666,33.33333333333333,64191.30357142857,311739.0,4775920.0,WWW.UFCW99.COM,62,14174748.0,UNITED FOOD AND COMMERCIAL WORKERSUNION LOCAL NO 99,80.0,,53.333333333333336,,
14741,17038,39758,1634921,860059728,0.0,340558.5,100.0,100.0,0.0,71060.54651162791,1185828.0,16309116.0,WWW.SSVEC.ORG,184,124995046.0,SULPHUR SPRINGS VALLEY ELECTRICCOOPERATIVE INC,0.0,12.5,0.0,,
14742,17039,39760,1634931,860069710,0.0,237436.0,100.0,100.0,0.0,73992.8904109589,237436.0,5638917.0,,74,10089770.0,YUMA COUNTY WATER USERS' ASSOCIATION,,50.0,50.0,0.0,
14743,17040,39762,1634938,860072608,217583.0,281714.0,22.764576840341626,50.0,50.0,35870.589147286824,351009.0,5625900.0,WWW.PHXART.ORG,133,14886842.0,PHOENIX ART MUSEUM,75.0,53.84615384615385,25.0,,
14744,17041,39764,1634946,860076993,218773.0,279245.5,21.655675740522227,66.66666666666666,33.33333333333333,28750.18918918919,359253.0,9287320.0,WWW.AZCOUNTRYCLUB.COM,299,16170854.0,ARIZONA COUNTRY CLUB,0.0,14.285714285714285,0.0,50.0,
14745,17042,39766,1634953,860079750,543522.5,208946.8571428572,-160.12475489324694,77.77777777777779,22.22222222222222,-365.64516129032256,905985.0,2515668.0,WWW.MOHAVEELECTRIC.COM,102,80080972.0,MOHAVE ELECTRIC COOPERATIVE INC,40.0,44.44444444444444,0.0,,
14746,17044,39771,1634960,860082366,283997.6666666667,229732.125,-23.621224792425824,72.72727272727273,27.27272727272727,74286.79389312977,479158.0,12421420.0,WWW.TRICO.COOP,142,107861208.0,TRICO ELECTRIC COOPERATIVE INC,20.0,25.0,27.27272727272727,,
14747,17045,39772,1634961,860082521,0.0,162187.0,100.0,100.0,0.0,16264.742574257423,162187.0,3447665.0,TUCSONCOUNTRYCLUB.COM,203,7428013.0,TUCSON COUNTRY CLUB,33.33333333333333,0.0,14.285714285714285,0.0,
14748,17046,39776,1634978,860093224,233988.66666666663,228810.0,-2.263304342758908,25.0,75.0,27332.10122989593,295886.0,29820807.0,WWW.EASTERSEALS.COM/BLAKEFOUNDATION,1061,42528603.0,EASTERSEALS BLAKE FOUNDATION,50.0,36.36363636363637,50.0,,100.0
14749,17047,39779,1634988,860096772,227152.5,244825.5,7.218610806472365,33.33333333333333,66.66666666666666,32041.7125,289827.0,34721642.0,WWW.ARIZONASCHILDREN.ORG,1046,36000954.0,ARIZONA'S CHILDREN ASSOCIATION,80.0,70.37037037037037,0.0,,
14751,17049,39781,1634992,860096781,227420.2,220123.66666666663,-3.314742773380428,37.5,62.5,34926.05842391304,357884.0,27503051.0,WWW.JFCSAZ.ORG,744,39247554.0,JEWISH FAMILY AND CHILDREN'S SERVICEINC,80.0,50.0,60.0,0.0,
14752,17050,39782,1634995,860096792,198730.0,0.0,-1.0,0.0,100.0,51266.93243243243,198730.0,3992483.0,WWW.FSAPHOENIX.ORG,75,6324622.0,FAMILY SERVICE AGENCY,,75.0,50.0,,
14753,17051,39784,1635006,860098341,197821.0,0.0,-1.0,0.0,100.0,55814.56923076923,197821.0,3825768.0,WWW.TOPCU.ORG,66,8811267.0,TUCSON OLD PUEBLO CREDIT UNION,,33.33333333333333,14.285714285714285,,
14754,17052,39785,1635007,860098350,217165.0,226902.8333333333,4.291631439889472,66.66666666666666,33.33333333333333,58340.11538461538,399977.0,14147656.0,WWW.AZCENTRALCU.ORG,217,35293641.0,ARIZONA CENTRAL CREDIT UNION,40.0,57.14285714285714,0.0,50.0,
14755,17053,39786,1635009,860098909,0.0,123432.0,100.0,100.0,0.0,13033.348993288591,123432.0,5949339.0,GOMPERS.ORG,448,8476747.0,GOMPERS,0.0,50.0,0.0,,
14756,17054,39787,1635013,860098918,183641.75,185633.66666666663,1.0730363206386722,60.0,40.0,48327.74093264249,213827.0,11175623.0,WWW.LOWELL.EDU,203,20035165.0,LOWELL OBSERVATORY,20.0,,33.33333333333333,33.33333333333333,
14757,17055,39788,1635014,860098920,201405.0,0.0,-1.0,0.0,100.0,26381.555555555555,201405.0,2100877.0,WWW.MUSNAZ.ORG,73,7019493.0,MUSEUM OF NORTHERN ARIZONA INC,,63.63636363636363,66.66666666666666,,
14758,17056,39789,1635018,860098932,154058.0,327016.0,52.8897668615603,50.0,50.0,52926.61842105263,327016.0,4503497.0,UNITEDWAYTUCSON.ORG,78,14478255.0,UNITED WAY OF TUCSON AND SOUTHERNARIZONA INC,100.0,47.82608695652174,16.666666666666664,,
14759,17057,39790,1635023,860100880,215861.0,0.0,-1.0,0.0,100.0,29925.15065913371,215861.0,16106116.0,www.ccs-soaz.org,532,24316666.0,Catholic Community Services of SouthernArizona Inc,,65.0,50.0,,
14760,17058,39792,1635027,860100904,401998.5,372100.6666666667,-8.034877658554757,75.0,25.0,39028.461988304094,864792.0,9710468.0,WWW.FIRSTCU.ORG,179,24353409.0,FIRST CREDIT UNION,60.0,0.0,28.57142857142857,33.33333333333333,
14761,17059,39793,1635030,860101237,0.0,220338.0,100.0,100.0,0.0,9862.073684210529,220338.0,3967926.0,WWW.TUCSONYMCA.ORG,381,10746989.0,YMCA OF SOUTHERN ARIZONA,,11.76470588235294,33.33333333333333,,
14762,17060,39794,1635031,860101295,285799.0,0.0,-1.0,0.0,100.0,30036.52173913044,285799.0,2358319.0,WWW.GRANDCANYONBSA.ORG,70,6528793.0,GRAND CANYON COUNCIL INC BOY SCOUTS OFAMERICA,,24.444444444444443,13.333333333333334,,
14763,17061,39795,1635036,860103282,493038.0,509943.5,3.315171190533853,80.0,20.0,,0.0,3267144.0,WWW.FLOCRIT.ORG,116,3426018.0,FLORENCE CRITTENTON SERVICES OF ARIZONAINC,,61.53846153846154,50.0,,
14764,17062,39797,1635041,860104415,407833.0,367919.8,-10.848342492032234,50.0,50.0,12853.126945054944,802314.0,150083083.0,HTTPS://WWW.GOODWILL.ORG,11385,273341537.0,Goodwill of Central and Northern Arizona,20.0,16.666666666666664,62.5,0.0,
14765,17063,39798,1635044,860104419,218622.25,190948.0,-14.493081886167964,20.0,80.0,62274.03252032521,315183.0,8725143.0,WWW.VSUW.ORG,128,79942536.0,VALLEY OF THE SUN UNITED WAY,80.0,41.935483870967744,66.66666666666666,,
14766,17064,39800,1635050,860107049,162367.0,193077.0,15.90557135236201,50.0,50.0,39787.68156424581,193077.0,7477439.0,WWW.WNPA.ORG,181,13179943.0,WESTERN NATIONAL PARKS ASSOCIATION,100.0,75.0,62.5,,
14767,17065,39801,1635052,860107268,0.0,244392.2,100.0,100.0,0.0,26125.072892938497,385160.0,12690868.0,WWW.PARADISEVALLEYCC.COM,444,21299591.0,PARADISE VALLEY COUNTRY CLUB INC,33.33333333333333,10.0,16.666666666666664,0.0,
14769,17067,39803,1635055,860107517,0.0,231538.66666666663,100.0,100.0,0.0,36809.10526315789,313811.0,4890854.0,WWW.HEARD.ORG,117,11626124.0,THE HEARD MUSEUM,33.33333333333333,39.285714285714285,50.0,0.0,
14770,17068,39804,1635058,860107976,172404.0,211505.66666666663,18.48729033264672,75.0,25.0,17580.54794520548,299049.0,18774241.0,WWW.BEACONGROUP.ORG,1026,25901568.0,BEACON GROUP INC,50.0,60.0,42.85714285714285,0.0,
14771,17069,39805,1635059,860108241,182603.5,269178.7,32.16272312779578,71.42857142857143,28.57142857142857,60436.30204081633,581180.0,18229095.0,WWW.CUWEST.ORG,259,55137534.0,CREDIT UNION WEST,40.0,25.0,20.0,33.33333333333333,0.0
14772,17070,39806,1635060,860108770,427294.0,368521.0833333333,-15.948318651149092,80.0,20.0,65368.27722772277,719147.0,45317311.0,WWW.ONEAZCU.COM,621,105409190.0,ONEAZ CREDIT UNION,20.0,50.0,40.0,0.0,
14773,17071,39808,1635062,860108839,0.0,216422.5,100.0,100.0,0.0,11757.295180722893,221295.0,4336267.0,WWW.PHOENIXTHEATRE.COM,334,17053074.0,THE PHOENIX THEATRECOMPANY AND SUBSIDIARY,50.0,64.0,16.666666666666664,,
14774,17072,39810,1635064,860110967,196269.0,0.0,-1.0,0.0,100.0,28681.95945945946,196269.0,6563664.0,UCPOFCENTRALAZ.ORG,223,9915338.0,UNITED CEREBRAL PALSY ASSOCIATION OFCENTRAL ARIZONA,100.0,33.33333333333333,33.33333333333333,,
14775,17073,39812,1635073,860113325,220129.0,199988.0,-10.071104266255976,50.0,50.0,,0.0,1599015.0,,66,1860307.0,SALT RIVER PROJECT EMPLOYEESRECREATIONAL ASSOCIATION - VALLEY,,75.0,25.0,0.0,
14776,17074,39814,1635095,860120482,0.0,396547.7142857143,100.0,100.0,0.0,66487.70784641069,759239.0,42601971.0,WWW.VANTAGEWEST.ORG,606,106118675.0,VANTAGE WEST CREDIT UNION,40.0,28.57142857142857,0.0,,
14777,17076,39816,1635115,860127540,0.0,150034.0,100.0,100.0,0.0,17673.662921348314,161866.0,2173092.0,,93,5116585.0,ARIZONA PIPE TRADES JOINT APPRENTICESHIPTRUST,,22.22222222222222,,,
14778,17077,39817,1635122,860129981,0.0,279410.0,100.0,100.0,0.0,39479.76470588235,279410.0,6990970.0,WWW.SEEITOURWAY.ORG,171,12774867.0,FOUNDATION FOR BLIND CHILDREN,66.66666666666666,50.0,46.15384615384615,,
14779,17078,39819,1635135,860133397,183068.0,0.0,-1.0,0.0,100.0,30073.24742268041,211358.0,6200346.0,WWW.GIRLSCOUTSAZ.ORG,196,19128717.0,GIRL SCOUTS - ARIZONA CACTUS-PINECOUNCIL INC,50.0,75.0,66.66666666666666,,
14780,17079,39820,1635138,860133770,155971.5,0.0,-1.0,0.0,100.0,45185.333333333336,158298.0,4107511.0,WESLEYCENTERPHX.ORG,86,11266204.0,WESLEY COMMUNITY CENTER INC,100.0,,57.14285714285714,,
14781,17080,39822,1635145,860135567,181171.8,281892.0,35.73006683410668,28.57142857142857,71.42857142857143,33285.55060728745,401516.0,17912705.0,WWW.AZHUMANE.ORG,501,37981621.0,Arizona Humane Society,100.0,68.75,33.33333333333333,100.0,
14782,17081,39823,1635150,860135840,151271.0,287954.0,47.46695652777874,50.0,50.0,21033.95476575121,287954.0,13459243.0,WWW.VALLEYLIFEAZ.ORG,621,16209430.0,VALLEYLIFE,,33.33333333333333,50.0,,100.0
14784,17084,39832,1635195,860148533,0.0,219507.0,100.0,100.0,0.0,40223.85227272727,219507.0,3759206.0,WWW.ASCU.ORG,89,11673556.0,AMERICAN SOUTHWEST CREDIT UNION,0.0,33.33333333333333,27.27272727272727,,
14785,17085,39833,1635209,860166615,164119.0,0.0,-1.0,0.0,100.0,72296.29807692308,164119.0,7682934.0,WWW.CLSAZ.ORG,105,9557116.0,COMMUNITY LEGAL SERVICES,42.85714285714285,70.58823529411765,66.66666666666666,,
14787,17088,39836,1635242,860174843,260456.25,297146.0,12.347381421927269,50.0,50.0,32685.684738955824,542131.0,18507880.0,WWW.PHOENIXZOO.ORG,506,47073859.0,ARIZONA CENTER FOR NATURE CONSERVATION,60.0,47.61904761904761,33.33333333333333,50.0,
14789,17090,39838,1635249,860176697,270405.3333333333,333562.7272727273,18.93418801788225,78.57142857142857,21.428571428571427,134437.7837837838,847762.0,34325594.0,WWW.AZGT.COOP,236,235277760.0,ARIZONA ELECTRIC POWER COOPERATIVE INC,20.0,15.384615384615383,0.0,28.57142857142857,
14790,17092,39841,1635269,860180419,187286.0,0.0,-1.0,0.0,100.0,21743.080152671755,187286.0,11580660.0,WWW.AZAFH.ORG,525,15459109.0,THE OPPORTUNITY TREE,,80.0,100.0,,
14791,17093,39842,1635284,860182987,224074.0,200357.0,-11.837370294025163,50.0,50.0,53443.298449612405,335096.0,15061664.0,WWW.THECROSSROADSINC.COM,264,35276924.0,CROSSROADS INC,20.0,40.0,50.0,,
14792,17094,39843,1635298,860186038,0.0,79920.0,100.0,100.0,0.0,2872.7916666666665,79920.0,355708.0,www.flagstaffsymphony.org,97,668536.0,FLAGSTAFF SYMPHONY ASSOCIATION,,72.72727272727273,60.0,,0.0
14793,17096,39845,1635331,860192846,243189.0,207408.0,-17.251504281416338,33.33333333333333,66.66666666666666,28674.85146804836,331674.0,17296525.0,WWW.BEATITUDESCAMPUS.ORG,582,38227451.0,THE BEATITUDES CAMPUS,80.0,25.0,16.666666666666664,,
14794,17097,39847,1635356,860197576,168837.0,279859.0,39.670691312410895,50.0,50.0,33994.144,279859.0,4697964.0,WWW.FRANKLLOYDWRIGHT.ORG,127,12357928.0,THE FRANK LLOYD WRIGHT FOUNDATION,66.66666666666666,28.57142857142857,28.57142857142857,,
